brain_region,measurement,standard_deviation,measurement_type,measurement_unit,cell_type,source_title,comment,specimen_age
"Postpiriform transition area, layers 2",5121.2233751449,372.0540260316,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Postpiriform transition area, layers 3",6262.0635847357,368.504796861,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Hippocampal formation,4554.8318735196,254.4765797352,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Hippocampal region,2726.6134086818,176.29336266189998,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Ammon's horn,3067.8912912416,212.4195105091,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Field CA1,2599.0660669133,217.0937404621,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Field CA1, stratum lacunosum-moleculare",229.57658058130002,43.2605387932,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Field CA1, stratum oriens",5437.033204594601,571.9582123161,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Field CA1, pyramidal layer",5475.812948253,451.6716725437,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Field CA1, stratum radiatum",811.9187464655,72.1146336424,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Field CA2,1871.4260155808,253.687835482,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Field CA2, stratum lacunosum-moleculare",332.8224777626,99.8288262935,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Field CA2, stratum oriens",3878.3624684058,471.73992899660004,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Field CA2, pyramidal layer",2779.1992875068,528.2339732847,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Field CA2, stratum radiatum",905.0274008962,189.5164670994,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Field CA3,3925.5319885446997,247.7182899236,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Field CA3, stratum lacunosum-moleculare",301.9716936607,439.58345072559996,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Field CA3, stratum lucidum",4250.2429981325,345.15873030949996,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Field CA3, stratum oriens",3985.1564219370002,406.14687997690004,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Field CA3, pyramidal layer",5324.4239752983,268.9490513804,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Field CA3, stratum radiatum",2388.813990874,324.9458978788,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Dentate gyrus,1889.3386158765,222.2190969804,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Dentate gyrus, molecular layer",541.8081894452,203.2731558375,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Dentate gyrus, polymorph layer",7036.3631534117,418.91141907959997,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Dentate gyrus, granule cell layer",2370.3046615443,377.07334142,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Fasciola cinerea,2510.2723347916,503.0792540808,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Induseum griseum,2776.9365174238,449.2326915114,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Retrohippocampal region,6542.3070501555,325.3159449413,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Entorhinal area,6498.6035664316005,399.27721654559997,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, lateral part",6048.5361048431005,299.1246595526,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, lateral part, layer 1",774.4699820664999,238.8615950568,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, lateral part, layer 2",4298.802131161,549.0448223602,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, lateral part, layer 2/3",4130.904063418499,339.95131138060003,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, lateral part, layer 2a",3785.0892410395,442.6176222406,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, lateral part, layer 2b",5602.7022655383,384.88605846800004,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, lateral part, layer 3",6597.162192212199,482.54834657339995,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, lateral part, layer 4",7908.223768119599,476.2342937994,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, lateral part, layer 4/5",6006.359503025899,429.9415502647,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, lateral part, layer 5",9805.6645296431,392.28836129760003,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, dorsal zone",7634.545816065601,799.4999803688,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, dorsal zone, layer 1",1547.3362127409,639.4491714333,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, dorsal zone, layer 2",7318.1875062221,1191.1052644091,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, dorsal zone, layer 2a",9600.716716541801,2893.0544195708003,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, dorsal zone, layer 2b",12579.418522273301,982.3467302353,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, dorsal zone, layer 3",10206.805222454499,1094.7636875916,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, dorsal zone, layer 4",15070.144527901,1468.2902116085002,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, dorsal zone, layer 5",15890.4936266546,849.3691313546001,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, dorsal zone, layer 6",9636.6920806223,962.4516880425999,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, ventral zone",7370.852443138499,672.0058699915,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, ventral zone, layer 1",3380.4686517966998,542.2229272122,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, ventral zone, layer 2",9357.8269186339,925.2443666086999,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, ventral zone, layer 3",15727.9972514643,1256.5866807609,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Entorhinal area, medial part, ventral zone, layer 5/6",14840.501581363402,3366.1180734588,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Parasubiculum,6991.5954871017,600.4756675369999,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Parasubiculum, layer 2",4719.3993599235,674.7008201484,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Parasubiculum, layer 3",13665.5354288586,657.7665016892,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Postsubiculum,6494.340146891801,673.0208235206,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
